timestamp,rule.description,rule.level,data.srcip,data.srcport,full_log,GeoLocation.country_name,GeoLocation.city_name,GeoLocation.location
"Mar 13, 2025 @ 13:20:49.597","PAM: User login failed.","5","218.92.0.217",,"Mar 13 13:20:48 regvision-wordpress sshd[20963]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.217  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:20:47.608","sshd: authentication failed.","5","218.92.0.217","61386","Mar 13 13:20:46 regvision-wordpress sshd[20961]: Failed password for root from 218.92.0.217 port 61386 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:20:47.608","syslog: User missed the password more than one time","10","218.92.0.217",,"Mar 13 13:20:47 regvision-wordpress sshd[20961]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.217  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:20:45.607","sshd: authentication failed.","5","218.92.0.217","61386","Mar 13 13:20:44 regvision-wordpress sshd[20961]: Failed password for root from 218.92.0.217 port 61386 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:20:43.593","sshd: authentication failed.","5","218.92.0.217","61386","Mar 13 13:20:42 regvision-wordpress sshd[20961]: Failed password for root from 218.92.0.217 port 61386 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:20:41.604","PAM: User login failed.","5","218.92.0.217",,"Mar 13 13:20:41 regvision-wordpress sshd[20961]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.217  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:20:41.592","sshd: Attempt to login using a non-existent user","5","64.227.183.217",,"Mar 13 13:20:39 regvision-wordpress sshd[20959]: Failed password for invalid user remote from 64.227.183.217 port 42704 ssh2","United States","Atlanta",{"lon":-84.3871,"lat":33.7485}
"Mar 13, 2025 @ 13:20:39.644","PAM: User login failed.","5","64.227.183.217",,"Mar 13 13:20:37 regvision-wordpress sshd[20959]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=64.227.183.217","United States","Atlanta",{"lon":-84.3871,"lat":33.7485}
"Mar 13, 2025 @ 13:20:39.591","sshd: Attempt to login using a non-existent user","5","64.227.183.217","42704","Mar 13 13:20:37 regvision-wordpress sshd[20959]: Invalid user remote from 64.227.183.217 port 42704","United States","Atlanta",{"lon":-84.3871,"lat":33.7485}
"Mar 13, 2025 @ 13:20:33.588","sshd: authentication failed.","5","64.227.78.79","45554","Mar 13 13:20:31 regvision-wordpress sshd[20957]: Failed password for backup from 64.227.78.79 port 45554 ssh2","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 13:20:31.587","PAM: User login failed.","5","64.227.78.79",,"Mar 13 13:20:30 regvision-wordpress sshd[20957]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=64.227.78.79  user=backup","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 13:20:19.580","sshd: authentication failed.","5","178.128.201.36","53886","Mar 13 13:20:19 regvision-wordpress sshd[20951]: Failed password for root from 178.128.201.36 port 53886 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:20:17.592","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:20:16 regvision-wordpress sshd[20951]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=root","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:19:21.573","sshd: Possible attack on the ssh server (or version gathering).","8","83.222.190.190","40326","Mar 13 13:19:20 regvision-wordpress sshd[20948]: Bad protocol version identification 'CONNECT www.google.com:443 HTTP/1.1' from 83.222.190.190 port 40326","Bulgaria","Sofia",{"lon":23.3175,"lat":42.683}
"Mar 13, 2025 @ 13:19:21.544","sshd: insecure connection attempt (scan).","6","83.222.190.190","39792","Mar 13 13:19:20 regvision-wordpress sshd[20947]: Did not receive identification string from 83.222.190.190 port 39792","Bulgaria","Sofia",{"lon":23.3175,"lat":42.683}
"Mar 13, 2025 @ 13:19:19.543","sshd: Attempt to login using a non-existent user","5","159.203.62.75",,"Mar 13 13:19:17 regvision-wordpress sshd[20945]: Failed password for invalid user user from 159.203.62.75 port 44682 ssh2","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 13:19:15.554","PAM: User login failed.","5","159.203.62.75",,"Mar 13 13:19:15 regvision-wordpress sshd[20945]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=159.203.62.75","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 13:19:15.542","sshd: Attempt to login using a non-existent user","5","159.203.62.75","44682","Mar 13 13:19:15 regvision-wordpress sshd[20945]: Invalid user user from 159.203.62.75 port 44682","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 13:19:01.536","sshd: authentication failed.","5","178.128.201.36","60430","Mar 13 13:19:00 regvision-wordpress sshd[20941]: Failed password for root from 178.128.201.36 port 60430 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:18:59.534","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:18:58 regvision-wordpress sshd[20941]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=root","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:18:31.503","sshd: Attempt to login using a non-existent user","5","165.227.120.1",,"Mar 13 13:18:30 regvision-wordpress sshd[20936]: Failed password for invalid user pion from 165.227.120.1 port 38742 ssh2","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:18:29.554","PAM: User login failed.","5","165.227.120.1",,"Mar 13 13:18:29 regvision-wordpress sshd[20936]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=165.227.120.1","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:18:29.501","sshd: Attempt to login using a non-existent user","5","165.227.120.1","38742","Mar 13 13:18:29 regvision-wordpress sshd[20936]: Invalid user pion from 165.227.120.1 port 38742","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:17:43.458","sshd: authentication failed.","5","218.92.0.135","10829","Mar 13 13:17:43 regvision-wordpress sshd[20930]: Failed password for root from 218.92.0.135 port 10829 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:17:43.446","PAM: User login failed.","5","218.92.0.135",,"Mar 13 13:17:42 regvision-wordpress sshd[20930]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.135  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:17:41.444","sshd: authentication failed.","5","178.128.201.36","55934","Mar 13 13:17:40 regvision-wordpress sshd[20928]: Failed password for root from 178.128.201.36 port 55934 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:17:39.442","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:17:39 regvision-wordpress sshd[20928]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=root","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:16:47.401","sshd: Attempt to login using a non-existent user","5","165.227.122.185",,"Mar 13 13:16:46 regvision-wordpress sshd[20920]: Failed password for invalid user jack from 165.227.122.185 port 45588 ssh2","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:16:45.440","sshd: Attempt to login using a non-existent user","5","165.227.122.185","45588","Mar 13 13:16:44 regvision-wordpress sshd[20920]: Invalid user jack from 165.227.122.185 port 45588","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:16:45.440","PAM: User login failed.","5","165.227.122.185",,"Mar 13 13:16:44 regvision-wordpress sshd[20920]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=165.227.122.185","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:16:17.371","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 13:16:17 regvision-wordpress sshd[20916]: Failed password for invalid user test from 178.128.201.36 port 44360 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:16:15.411","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:16:15 regvision-wordpress sshd[20916]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:16:15.357","sshd: Attempt to login using a non-existent user","5","178.128.201.36","44360","Mar 13 13:16:15 regvision-wordpress sshd[20916]: Invalid user test from 178.128.201.36 port 44360","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:14:57.237","sshd: authentication failed.","5","178.128.201.36","54602","Mar 13 13:14:55 regvision-wordpress sshd[20898]: Failed password for mysql from 178.128.201.36 port 54602 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:14:53.221","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:14:52 regvision-wordpress sshd[20898]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=mysql","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:13:45.127","sshd: Attempt to login using a non-existent user","5","64.227.183.217",,"Mar 13 13:13:43 regvision-wordpress sshd[20896]: Failed password for invalid user remote from 64.227.183.217 port 41418 ssh2","United States","Atlanta",{"lon":-84.3871,"lat":33.7485}
"Mar 13, 2025 @ 13:13:43.137","PAM: User login failed.","5","64.227.183.217",,"Mar 13 13:13:42 regvision-wordpress sshd[20896]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=64.227.183.217","United States","Atlanta",{"lon":-84.3871,"lat":33.7485}
"Mar 13, 2025 @ 13:13:43.125","sshd: Attempt to login using a non-existent user","5","64.227.183.217","41418","Mar 13 13:13:41 regvision-wordpress sshd[20896]: Invalid user remote from 64.227.183.217 port 41418","United States","Atlanta",{"lon":-84.3871,"lat":33.7485}
"Mar 13, 2025 @ 13:13:37.131","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 13:13:35 regvision-wordpress sshd[20894]: Failed password for invalid user est from 178.128.201.36 port 44244 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:13:35.170","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:13:33 regvision-wordpress sshd[20894]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:13:35.117","sshd: Attempt to login using a non-existent user","5","178.128.201.36","44244","Mar 13 13:13:33 regvision-wordpress sshd[20894]: Invalid user est from 178.128.201.36 port 44244","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:13:09.095","sshd: Attempt to login using a non-existent user","5","159.203.62.75",,"Mar 13 13:13:07 regvision-wordpress sshd[20888]: Failed password for invalid user user from 159.203.62.75 port 32980 ssh2","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 13:13:07.106","sshd: Attempt to login using a non-existent user","5","159.203.62.75","32980","Mar 13 13:13:06 regvision-wordpress sshd[20888]: Invalid user user from 159.203.62.75 port 32980","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 13:13:07.106","PAM: User login failed.","5","159.203.62.75",,"Mar 13 13:13:06 regvision-wordpress sshd[20888]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=159.203.62.75","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 13:12:47.098","sshd: authentication failed.","5","64.227.78.79","50826","Mar 13 13:12:46 regvision-wordpress sshd[20886]: Failed password for backup from 64.227.78.79 port 50826 ssh2","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 13:12:45.084","PAM: User login failed.","5","64.227.78.79",,"Mar 13 13:12:44 regvision-wordpress sshd[20886]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=64.227.78.79  user=backup","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 13:12:25.076","syslog: User missed the password more than one time","10","218.92.0.225",,"Mar 13 13:12:23 regvision-wordpress sshd[20884]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.225  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:25.063","sshd: authentication failed.","5","218.92.0.225","54696","Mar 13 13:12:23 regvision-wordpress sshd[20884]: Failed password for root from 218.92.0.225 port 54696 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:21.059","sshd: brute force trying to get access to the system. Authentication failed.","10","218.92.0.225","54696","Mar 13 13:12:20 regvision-wordpress sshd[20884]: Failed password for root from 218.92.0.225 port 54696 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:19.069","sshd: authentication failed.","5","218.92.0.225","54696","Mar 13 13:12:18 regvision-wordpress sshd[20884]: Failed password for root from 218.92.0.225 port 54696 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:19.057","PAM: User login failed.","5","218.92.0.225",,"Mar 13 13:12:17 regvision-wordpress sshd[20884]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.225  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:17.068","sshd: authentication failed.","5","218.92.0.225","44114","Mar 13 13:12:15 regvision-wordpress sshd[20879]: Failed password for root from 218.92.0.225 port 44114 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:17.068","syslog: User missed the password more than one time","10","218.92.0.225",,"Mar 13 13:12:15 regvision-wordpress sshd[20879]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.225  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:15.066","sshd: authentication failed.","5","218.92.0.225","44114","Mar 13 13:12:13 regvision-wordpress sshd[20879]: Failed password for root from 218.92.0.225 port 44114 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:15.066","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:12:13 regvision-wordpress sshd[20882]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:12:15.066","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 13:12:14 regvision-wordpress sshd[20882]: Failed password for invalid user aiia from 178.128.201.36 port 50648 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:12:15.054","sshd: Attempt to login using a non-existent user","5","178.128.201.36","50648","Mar 13 13:12:13 regvision-wordpress sshd[20882]: Invalid user aiia from 178.128.201.36 port 50648","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:12:13.052","sshd: authentication failed.","5","218.92.0.225","44114","Mar 13 13:12:11 regvision-wordpress sshd[20879]: Failed password for root from 218.92.0.225 port 44114 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:11.063","sshd: Attempt to login using a non-existent user","5","165.227.120.1",,"Mar 13 13:12:09 regvision-wordpress sshd[20877]: Failed password for invalid user namada from 165.227.120.1 port 55544 ssh2","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:12:11.050","PAM: User login failed.","5","218.92.0.225",,"Mar 13 13:12:09 regvision-wordpress sshd[20879]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.225  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:09.060","syslog: User missed the password more than one time","10","218.92.0.225",,"Mar 13 13:12:07 regvision-wordpress sshd[20875]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.225  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:09.060","PAM: User login failed.","5","165.227.120.1",,"Mar 13 13:12:07 regvision-wordpress sshd[20877]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=165.227.120.1","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:12:09.048","sshd: Attempt to login using a non-existent user","5","165.227.120.1","55544","Mar 13 13:12:07 regvision-wordpress sshd[20877]: Invalid user namada from 165.227.120.1 port 55544","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:12:07.058","sshd: authentication failed.","5","218.92.0.225","12244","Mar 13 13:12:06 regvision-wordpress sshd[20875]: Failed password for root from 218.92.0.225 port 12244 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:05.044","sshd: authentication failed.","5","218.92.0.225","12244","Mar 13 13:12:05 regvision-wordpress sshd[20875]: Failed password for root from 218.92.0.225 port 12244 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:03.098","sshd: authentication failed.","5","218.92.0.225","12244","Mar 13 13:12:02 regvision-wordpress sshd[20875]: Failed password for root from 218.92.0.225 port 12244 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:12:03.042","PAM: User login failed.","5","218.92.0.225",,"Mar 13 13:12:01 regvision-wordpress sshd[20875]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.225  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 13:10:50.995","sshd: authentication failed.","5","178.128.201.36","43048","Mar 13 13:10:50 regvision-wordpress sshd[20870]: Failed password for root from 178.128.201.36 port 43048 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:10:48.993","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:10:48 regvision-wordpress sshd[20870]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=root","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:10:30.993","sshd: Attempt to login using a non-existent user","5","5.104.84.57","38760","Mar 13 13:10:30 regvision-wordpress sshd[20868]: Disconnected from invalid user newusername 5.104.84.57 port 38760 [preauth]","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:10:30.981","sshd: Attempt to login using a non-existent user","5","5.104.84.57",,"Mar 13 13:10:29 regvision-wordpress sshd[20868]: Failed password for invalid user newusername from 5.104.84.57 port 38760 ssh2","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:10:29.033","PAM: User login failed.","5","5.104.84.57",,"Mar 13 13:10:27 regvision-wordpress sshd[20868]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.104.84.57","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:10:28.980","sshd: Attempt to login using a non-existent user","5","5.104.84.57","38760","Mar 13 13:10:27 regvision-wordpress sshd[20868]: Invalid user newusername from 5.104.84.57 port 38760","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:09:50.966","sshd: Attempt to login using a non-existent user","5","165.227.122.185",,"Mar 13 13:09:50 regvision-wordpress sshd[20864]: Failed password for invalid user patrick from 165.227.122.185 port 43922 ssh2","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:09:49.016","PAM: User login failed.","5","165.227.122.185",,"Mar 13 13:09:48 regvision-wordpress sshd[20864]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=165.227.122.185","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:09:48.963","sshd: Attempt to login using a non-existent user","5","165.227.122.185","43922","Mar 13 13:09:48 regvision-wordpress sshd[20864]: Invalid user patrick from 165.227.122.185 port 43922","United States","Clifton",{"lon":-74.1403,"lat":40.8364}
"Mar 13, 2025 @ 13:09:32.947","sshd: authentication failed.","5","178.128.201.36","57508","Mar 13 13:09:31 regvision-wordpress sshd[20852]: Failed password for root from 178.128.201.36 port 57508 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:09:30.945","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:09:29 regvision-wordpress sshd[20852]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=root","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:09:08.976","sshd: Attempt to login using a non-existent user","5","5.104.84.57","41952","Mar 13 13:09:07 regvision-wordpress sshd[20816]: Disconnected from invalid user crafty 5.104.84.57 port 41952 [preauth]","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:09:08.923","sshd: Attempt to login using a non-existent user","5","5.104.84.57",,"Mar 13 13:09:07 regvision-wordpress sshd[20816]: Failed password for invalid user crafty from 5.104.84.57 port 41952 ssh2","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:09:06.934","PAM: User login failed.","5","5.104.84.57",,"Mar 13 13:09:05 regvision-wordpress sshd[20816]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.104.84.57","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:09:06.934","sshd: Attempt to login using a non-existent user","5","5.104.84.57","41952","Mar 13 13:09:05 regvision-wordpress sshd[20816]: Invalid user crafty from 5.104.84.57 port 41952","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:08:12.867","sshd: authentication failed.","5","178.128.201.36","32902","Mar 13 13:08:11 regvision-wordpress sshd[20805]: Failed password for root from 178.128.201.36 port 32902 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:08:10.865","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:08:10 regvision-wordpress sshd[20805]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=root","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:07:52.858","sshd: Attempt to login using a non-existent user","5","5.104.84.57","45632","Mar 13 13:07:50 regvision-wordpress sshd[20803]: Disconnected from invalid user wordpress 5.104.84.57 port 45632 [preauth]","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:07:50.844","sshd: Attempt to login using a non-existent user","5","5.104.84.57",,"Mar 13 13:07:50 regvision-wordpress sshd[20803]: Failed password for invalid user wordpress from 5.104.84.57 port 45632 ssh2","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:07:48.898","PAM: User login failed.","5","5.104.84.57",,"Mar 13 13:07:48 regvision-wordpress sshd[20803]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.104.84.57","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:07:48.842","sshd: Attempt to login using a non-existent user","5","5.104.84.57","45632","Mar 13 13:07:48 regvision-wordpress sshd[20803]: Invalid user wordpress from 5.104.84.57 port 45632","Finland",,{"lon":24.9375,"lat":60.1708}
"Mar 13, 2025 @ 13:07:12.810","sshd: authentication failed.","5","120.48.175.69","39172","Mar 13 13:07:11 regvision-wordpress sshd[20799]: Failed password for root from 120.48.175.69 port 39172 ssh2","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:07:10.808","PAM: User login failed.","5","120.48.175.69",,"Mar 13 13:07:09 regvision-wordpress sshd[20799]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=120.48.175.69  user=root","China",,{"lon":113.7266,"lat":34.7725}
"Mar 13, 2025 @ 13:07:00.798","sshd: Attempt to login using a non-existent user","5","159.203.62.75",,"Mar 13 13:06:59 regvision-wordpress sshd[20797]: Failed password for invalid user user from 159.203.62.75 port 32938 ssh2","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 13:06:58.849","PAM: User login failed.","5","159.203.62.75",,"Mar 13 13:06:57 regvision-wordpress sshd[20797]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=159.203.62.75","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 13:06:58.796","sshd: Attempt to login using a non-existent user","5","159.203.62.75","32938","Mar 13 13:06:57 regvision-wordpress sshd[20797]: Invalid user user from 159.203.62.75 port 32938","Canada","Toronto",{"lon":-79.3623,"lat":43.6547}
"Mar 13, 2025 @ 13:06:52.804","sshd: authentication failed.","5","178.128.201.36","50442","Mar 13 13:06:52 regvision-wordpress sshd[20795]: Failed password for root from 178.128.201.36 port 50442 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:06:52.792","PAM: User login failed.","5","178.128.201.36",,"Mar 13 13:06:50 regvision-wordpress sshd[20795]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=root","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 13:06:48.788","sshd: Attempt to login using a non-existent user","5","64.227.183.217",,"Mar 13 13:06:48 regvision-wordpress sshd[20793]: Failed password for invalid user remote from 64.227.183.217 port 38656 ssh2","United States","Atlanta",{"lon":-84.3871,"lat":33.7485}
"Mar 13, 2025 @ 13:06:46.798","PAM: User login failed.","5","64.227.183.217",,"Mar 13 13:06:45 regvision-wordpress sshd[20793]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=64.227.183.217","United States","Atlanta",{"lon":-84.3871,"lat":33.7485}
"Mar 13, 2025 @ 13:06:46.786","sshd: Attempt to login using a non-existent user","5","64.227.183.217","38656","Mar 13 13:06:45 regvision-wordpress sshd[20793]: Invalid user remote from 64.227.183.217 port 38656","United States","Atlanta",{"lon":-84.3871,"lat":33.7485}
